Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
2018-11-06 07-PM,ETHUSD,215.25,215.25,212.8,212.94,1599.99,341769.86
2018-11-06 06-PM,ETHUSD,214.43,215.37,214.43,215.25,629.36,135415.76
2018-11-06 05-PM,ETHUSD,213.62,215.11,213.62,214.43,559.93,120014.68
2018-11-06 04-PM,ETHUSD,215.16,215.16,212.81,213.62,1796.07,383560.89
2018-11-06 03-PM,ETHUSD,213.8,216.39,213.71,215.16,950.63,204539.48
2018-11-06 02-PM,ETHUSD,213.7,214.78,213.58,213.8,595.92,127725.95
2018-11-06 01-PM,ETHUSD,212.55,215,212.38,213.7,1524.64,326014.37
2018-11-06 12-PM,ETHUSD,210.43,212.99,210.43,212.55,144.87,30699.84
2018-11-06 11-AM,ETHUSD,211.65,212.11,210.43,210.43,768.69,162821.39
2018-11-06 10-AM,ETHUSD,214.13,214.92,211.42,211.65,442.27,94006.42
2018-11-06 09-AM,ETHUSD,211.29,215.4,210.83,214.13,4981.8,1063794.53
2018-11-06 08-AM,ETHUSD,209.43,212.77,209.43,211.29,2316.1,489527.22
2018-11-06 07-AM,ETHUSD,209.64,209.96,209.29,209.43,114.04,23911.87
2018-11-06 06-AM,ETHUSD,208.01,209.9,208.01,209.64,2961.1,619074.51
2018-11-06 05-AM,ETHUSD,207.78,208.18,207.72,208.01,228.13,47442.92
2018-11-06 04-AM,ETHUSD,207.27,207.78,207.24,207.78,597.23,123944.03
2018-11-06 03-AM,ETHUSD,208.11,208.11,207.09,207.27,1795.23,372081.68
2018-11-06 02-AM,ETHUSD,208.46,208.48,208.06,208.11,368.55,76797.37
2018-11-06 01-AM,ETHUSD,208.62,208.63,208.02,208.46,564.39,117557.05
2018-11-06 12-AM,ETHUSD,208.55,209.02,208.2,208.62,1926.8,402316.83
2018-11-05 11-PM,ETHUSD,208.36,208.55,207.77,208.55,178.91,37219.57
2018-11-05 10-PM,ETHUSD,206.66,208.98,206.58,208.36,406.4,84263.94
2018-11-05 09-PM,ETHUSD,206.5,206.84,206.34,206.66,3010.65,621522.58
2018-11-05 08-PM,ETHUSD,206.29,206.71,206.29,206.5,645.69,133406.29
2018-11-05 07-PM,ETHUSD,205.99,206.58,205.81,206.29,251.63,51888.22
2018-11-05 06-PM,ETHUSD,206.31,206.81,205.83,205.99,302.13,62364.22
2018-11-05 05-PM,ETHUSD,208.13,208.13,205.63,206.31,907.35,187596.05
2018-11-05 04-PM,ETHUSD,209.4,209.4,208,208.13,164.55,34351.55
2018-11-05 03-PM,ETHUSD,208.99,209.87,208.88,209.4,147.2,30816.34
2018-11-05 02-PM,ETHUSD,209.59,209.68,208.84,208.99,162.61,34035.23
2018-11-05 01-PM,ETHUSD,207.99,211.27,207.9,209.59,684.58,143631.05
2018-11-05 12-PM,ETHUSD,207.19,208.17,207.19,207.99,219.32,45526.13
2018-11-05 11-AM,ETHUSD,206.78,208.28,206.78,207.19,188.2,39075.97
2018-11-05 10-AM,ETHUSD,207.67,207.99,206.78,206.78,791.15,164078.49
2018-11-05 09-AM,ETHUSD,206.82,207.92,206.82,207.67,373.15,77463.83
2018-11-05 08-AM,ETHUSD,208.54,208.54,206.79,206.82,373.74,77490.83
2018-11-05 07-AM,ETHUSD,208.32,208.69,208.3,208.54,78.02,16265.51
2018-11-05 06-AM,ETHUSD,207.24,208.91,207.03,208.32,1897.25,393597.85
2018-11-05 05-AM,ETHUSD,207.02,207.24,206.78,207.24,462.61,95765.99
2018-11-05 04-AM,ETHUSD,207.24,207.3,206.96,207.02,1208.29,250202.51
2018-11-05 03-AM,ETHUSD,207.69,208.08,207.24,207.24,674.98,140322.09
2018-11-05 02-AM,ETHUSD,207.9,208,206.97,207.69,1938.8,401841.97
2018-11-05 01-AM,ETHUSD,210.02,210.02,207.37,207.9,1705.89,355135.28
2018-11-05 12-AM,ETHUSD,210.1,210.24,209.4,210.02,111.97,23485.53
2018-11-04 11-PM,ETHUSD,208.9,210.54,208.9,210.1,599.22,125890.41
2018-11-04 10-PM,ETHUSD,210.14,210.43,208.78,208.9,120.57,25282.01
2018-11-04 09-PM,ETHUSD,209.82,210.8,209.82,210.14,357.31,75122.9
2018-11-04 08-PM,ETHUSD,211.26,211.78,209.33,209.82,280.24,58849.31
2018-11-04 07-PM,ETHUSD,213.68,213.82,210.87,211.26,1365.48,290293.81
2018-11-04 06-PM,ETHUSD,204.82,217.55,204.82,213.68,6281.5,1329822.13
2018-11-04 05-PM,ETHUSD,203.63,205,203.63,204.82,329.66,67331.22
2018-11-04 04-PM,ETHUSD,203.97,204.89,203.56,203.63,1246.68,254538.12
2018-11-04 03-PM,ETHUSD,200.73,205.22,200.73,203.97,3246.63,659396.76
2018-11-04 02-PM,ETHUSD,200.42,200.81,200.17,200.73,274.06,54924.49
2018-11-04 01-PM,ETHUSD,200,200.69,200,200.42,136.5,27346.79
2018-11-04 12-PM,ETHUSD,200.1,200.16,199.96,200,39.5,7903.07
2018-11-04 11-AM,ETHUSD,200.06,200.37,200.06,200.1,186.3,37293.86
2018-11-04 10-AM,ETHUSD,200.01,200.06,199.9,200.06,3.59,717.8
2018-11-04 09-AM,ETHUSD,199.86,200.2,199.86,200.01,102.73,20555.08
2018-11-04 08-AM,ETHUSD,199.99,199.99,199.21,199.86,119.07,23769.29
2018-11-04 07-AM,ETHUSD,199.62,200.15,199.62,199.99,120.56,24114.4
2018-11-04 06-AM,ETHUSD,198.4,201.15,198.39,199.62,1014.97,202915.85
2018-11-04 05-AM,ETHUSD,198.15,198.4,198.01,198.4,355.73,70547.58
2018-11-04 04-AM,ETHUSD,198.24,198.24,198.01,198.15,15.77,3122.81
2018-11-04 03-AM,ETHUSD,198.3,198.37,198.05,198.24,19.05,3777.53
2018-11-04 02-AM,ETHUSD,198.32,198.42,198.18,198.3,78.39,15543.16
2018-11-04 01-AM,ETHUSD,198.34,198.46,198.32,198.32,106.19,21068.25
2018-11-04 12-AM,ETHUSD,198.39,198.64,198.04,198.34,217.05,43063.53
2018-11-03 11-PM,ETHUSD,198.57,198.74,198.21,198.39,124.77,24774.31
2018-11-03 10-PM,ETHUSD,198.96,198.96,198.55,198.57,26.35,5237.56
2018-11-03 09-PM,ETHUSD,199.05,199.36,198.95,198.96,106.32,21167.42
2018-11-03 08-PM,ETHUSD,198.4,199.2,198.4,199.05,251.01,49847.58
2018-11-03 07-PM,ETHUSD,198.44,198.53,198.35,198.4,250.35,49661.98
2018-11-03 06-PM,ETHUSD,198.53,198.53,198.03,198.44,211.85,41998.7
2018-11-03 05-PM,ETHUSD,198.41,198.6,198.41,198.53,125.49,24910.72
2018-11-03 04-PM,ETHUSD,198.67,198.67,198.4,198.41,167.04,33162.88
2018-11-03 03-PM,ETHUSD,198.53,198.67,198.01,198.67,233.94,46396.71
2018-11-03 02-PM,ETHUSD,198.4,198.69,198.37,198.53,96.21,19098.48
2018-11-03 01-PM,ETHUSD,198.74,198.79,198.31,198.4,242.28,48095.9
2018-11-03 12-PM,ETHUSD,198.74,198.83,198.53,198.74,42.27,8400.87
2018-11-03 11-AM,ETHUSD,198.9,198.93,198.46,198.74,155.61,30932.23
2018-11-03 10-AM,ETHUSD,198.67,198.9,198.41,198.9,243.51,48351.31
2018-11-03 09-AM,ETHUSD,198.99,199.19,198.07,198.67,504.17,100190.92
2018-11-03 08-AM,ETHUSD,199.07,199.21,198.98,198.99,37.65,7496.53
2018-11-03 07-AM,ETHUSD,198.97,199.16,198.97,199.07,2.21,439.31
2018-11-03 06-AM,ETHUSD,199.18,199.18,198.89,198.97,21.0,4178.31
2018-11-03 05-AM,ETHUSD,198.92,199.18,198.77,199.18,51.82,10314.74
2018-11-03 04-AM,ETHUSD,198.94,199.02,198.87,198.92,27.91,5551.4
2018-11-03 03-AM,ETHUSD,198.99,199.2,198.93,198.94,117.33,23362.8
2018-11-03 02-AM,ETHUSD,199.32,199.35,198.75,198.99,187.43,37282.7
2018-11-03 01-AM,ETHUSD,199.39,199.63,199.31,199.32,192.88,38483.82
2018-11-03 12-AM,ETHUSD,199.65,199.94,198.78,199.39,838.03,166972.65
2018-11-02 11-PM,ETHUSD,199.7,200.07,199.63,199.65,142.68,28527.57
2018-11-02 10-PM,ETHUSD,199.93,200.05,199.57,199.7,147.83,29544.27
2018-11-02 09-PM,ETHUSD,200.02,200.11,199.87,199.93,79.08,15814.74
2018-11-02 08-PM,ETHUSD,200.21,200.45,200.02,200.02,3006.54,601910.57
2018-11-02 07-PM,ETHUSD,199.78,200.22,199.59,200.21,462.89,92559.75
2018-11-02 06-PM,ETHUSD,199.53,200.05,199.47,199.78,636.51,127150.83
2018-11-02 05-PM,ETHUSD,199.57,200.39,199.46,199.53,418.15,83556.41
2018-11-02 04-PM,ETHUSD,200.04,200.71,199.57,199.57,328.58,65792.23
2018-11-02 03-PM,ETHUSD,199.66,202.21,199.66,200.04,2395.11,480997.35
2018-11-02 02-PM,ETHUSD,199.27,199.66,199,199.66,338.87,67550.01
2018-11-02 01-PM,ETHUSD,198.61,199.67,198.61,199.27,296.58,59095.02
2018-11-02 12-PM,ETHUSD,198.27,198.61,198.21,198.61,160.52,31846.84
2018-11-02 11-AM,ETHUSD,198.01,198.4,197.95,198.27,144.26,28572.47
2018-11-02 10-AM,ETHUSD,198.29,198.31,197.98,198.01,340.83,67557.62
2018-11-02 09-AM,ETHUSD,198.02,198.29,197.86,198.29,912.84,180849.42
2018-11-02 08-AM,ETHUSD,198.4,198.4,197.85,198.02,298.84,59203.21
2018-11-02 07-AM,ETHUSD,198.17,198.4,197.65,198.4,833.01,164956.74
2018-11-02 06-AM,ETHUSD,198.48,198.48,198.17,198.17,65.61,13014.99
2018-11-02 05-AM,ETHUSD,198.47,198.48,198.47,198.48,30.53,6059.16
2018-11-02 04-AM,ETHUSD,198.47,198.62,198.45,198.47,103.97,20637.68
2018-11-02 03-AM,ETHUSD,198.63,198.63,197.88,198.47,782.82,155238.49
2018-11-02 02-AM,ETHUSD,198.86,198.87,198.06,198.63,604.75,120127.38
2018-11-02 01-AM,ETHUSD,199.58,199.66,198.79,198.86,318.45,63434.23
2018-11-02 12-AM,ETHUSD,197.75,199.58,197.75,199.58,1247.68,247697.62
2018-11-01 11-PM,ETHUSD,197.66,197.98,197.52,197.75,278.75,55114.8
2018-11-01 10-PM,ETHUSD,197.92,197.92,197.47,197.66,68.54,13548.13
2018-11-01 09-PM,ETHUSD,197.27,198.24,196.98,197.92,310.16,61250.61
2018-11-01 08-PM,ETHUSD,196.77,197.52,196.77,197.27,3647.63,717854.17
2018-11-01 07-PM,ETHUSD,196.77,197.42,196.77,196.77,1388.43,273701.34
2018-11-01 06-PM,ETHUSD,196.73,196.95,196.67,196.77,322.16,63400.82
2018-11-01 05-PM,ETHUSD,196.49,196.73,196.49,196.73,58.47,11496.96
2018-11-01 04-PM,ETHUSD,196.41,196.49,196.2,196.49,511.67,100497.24
2018-11-01 03-PM,ETHUSD,196.38,196.45,195.56,196.41,424.27,83186.69
2018-11-01 02-PM,ETHUSD,196.57,196.57,196.33,196.38,268.36,52724.52
2018-11-01 01-PM,ETHUSD,196.84,196.84,196.26,196.57,53.52,10522.16
2018-11-01 12-PM,ETHUSD,196.35,196.88,196.35,196.84,177.0,34828.94
2018-11-01 11-AM,ETHUSD,196.64,196.71,196.17,196.35,81.3,15979.99
2018-11-01 10-AM,ETHUSD,196.66,196.71,196.4,196.64,395.99,77823.47
2018-11-01 09-AM,ETHUSD,196.49,196.75,196.41,196.66,159.62,31359.55
2018-11-01 08-AM,ETHUSD,196.89,196.89,196.38,196.49,315.14,61944.23
2018-11-01 07-AM,ETHUSD,196.76,197.25,196.47,196.89,389.91,76731.01
2018-11-01 06-AM,ETHUSD,196.51,196.76,196.42,196.76,243.49,47860.61
2018-11-01 05-AM,ETHUSD,196.58,196.62,196.45,196.51,224.19,44059.9
2018-11-01 04-AM,ETHUSD,196.18,196.59,196.18,196.58,66.96,13156.55
2018-11-01 03-AM,ETHUSD,196.5,196.5,196.17,196.18,265.84,52194.9
2018-11-01 02-AM,ETHUSD,196.22,196.62,196.12,196.5,257.07,50454.88
2018-11-01 01-AM,ETHUSD,196.74,196.74,196.22,196.22,299.43,58821.12
2018-11-01 12-AM,ETHUSD,196.95,197.02,196.55,196.74,158.35,31149.33
2018-10-31 11-PM,ETHUSD,196.89,196.96,196.69,196.95,210.72,41490.57
2018-10-31 10-PM,ETHUSD,196.39,197.31,196.39,196.89,272.55,53683.58
2018-10-31 09-PM,ETHUSD,196.2,196.65,196.2,196.39,213.41,41936.55
2018-10-31 08-PM,ETHUSD,196.14,196.59,195.6,196.2,4229.2,830163.35
2018-10-31 07-PM,ETHUSD,196.25,196.58,196.1,196.14,222.19,43645.42
2018-10-31 06-PM,ETHUSD,195.74,196.58,195.74,196.25,334.99,65756.64
2018-10-31 05-PM,ETHUSD,196.63,196.66,195.74,195.74,264.6,51935.99
2018-10-31 04-PM,ETHUSD,197.56,197.56,195.04,196.63,1781.89,349666.04
2018-10-31 03-PM,ETHUSD,192.63,198.99,192.11,197.56,5534.12,1082984.45
2018-10-31 02-PM,ETHUSD,194.15,194.24,192,192.63,575.47,111335.06
2018-10-31 01-PM,ETHUSD,194.68,194.79,194.06,194.15,713.82,138870.74
2018-10-31 12-PM,ETHUSD,194.65,194.72,194.63,194.68,193.8,37723.93
2018-10-31 11-AM,ETHUSD,194.54,194.7,193.86,194.65,1154.47,224581.54
2018-10-31 10-AM,ETHUSD,193.94,194.64,193.76,194.54,491.98,95523.28
2018-10-31 09-AM,ETHUSD,194.3,194.76,193.92,193.94,670.93,130341.42
2018-10-31 08-AM,ETHUSD,194.29,194.65,194.13,194.3,51.9,10088.05
2018-10-31 07-AM,ETHUSD,194.51,194.51,194.21,194.29,44.25,8597.04
2018-10-31 06-AM,ETHUSD,194.97,195.09,194.32,194.51,786.51,153179.17
2018-10-31 05-AM,ETHUSD,195.02,195.09,194.74,194.97,1885.91,367595.67
2018-10-31 04-AM,ETHUSD,195.18,195.19,194.84,195.02,1082.45,211027.67
2018-10-31 03-AM,ETHUSD,195.27,195.27,195.09,195.18,94.36,18414.19
2018-10-31 02-AM,ETHUSD,195.31,195.38,195.15,195.27,156.07,30474.42
2018-10-31 01-AM,ETHUSD,195.43,195.55,195.04,195.31,381.2,74387.87
2018-10-31 12-AM,ETHUSD,195.36,195.62,195.19,195.43,119.86,23424.23
2018-10-30 11-PM,ETHUSD,195.49,195.92,195.27,195.36,727.67,142289.17
2018-10-30 10-PM,ETHUSD,194.68,196.28,194.49,195.49,1113.52,217598.18
2018-10-30 09-PM,ETHUSD,194.56,194.91,194.29,194.68,893.24,173815.6
2018-10-30 08-PM,ETHUSD,193.4,194.64,192.56,194.56,1272.05,245848.9
2018-10-30 07-PM,ETHUSD,193.57,194.2,193.35,193.4,596.27,115525.95
2018-10-30 06-PM,ETHUSD,194.3,194.3,193.01,193.57,986.91,190904.24
2018-10-30 05-PM,ETHUSD,194.22,194.53,194.05,194.3,194.09,37723.07
2018-10-30 04-PM,ETHUSD,194.53,194.53,194.21,194.22,340.55,66220.1
2018-10-30 03-PM,ETHUSD,194.64,194.64,194.39,194.53,195.15,37948.71
2018-10-30 02-PM,ETHUSD,194.73,194.99,194.43,194.64,278.63,54275.97
2018-10-30 01-PM,ETHUSD,194.56,195,194.46,194.73,275.11,53547.42
2018-10-30 12-PM,ETHUSD,194.37,194.82,194.37,194.56,147.93,28785.09
2018-10-30 11-AM,ETHUSD,194.17,194.57,193.69,194.37,1582.92,307314.14
2018-10-30 10-AM,ETHUSD,194.19,194.31,194.16,194.17,343.25,66660.56
2018-10-30 09-AM,ETHUSD,194.33,194.33,194.16,194.19,252.35,49017.26
2018-10-30 08-AM,ETHUSD,194.76,194.76,194.25,194.33,63.8,12408.39
2018-10-30 07-AM,ETHUSD,194.97,195.11,194.5,194.76,325.3,63312.57
2018-10-30 06-AM,ETHUSD,194.64,194.97,194.64,194.97,218.18,42499.19
2018-10-30 05-AM,ETHUSD,195.12,195.16,194.53,194.64,435.19,84799.15
2018-10-30 04-AM,ETHUSD,194.41,195.12,194.41,195.12,482.82,94050.76
2018-10-30 03-AM,ETHUSD,194.36,195.08,194.26,194.41,296.5,57735.41
2018-10-30 02-AM,ETHUSD,194.02,194.41,193.93,194.36,467.64,90785.1
2018-10-30 01-AM,ETHUSD,194.24,194.26,193.84,194.02,403.99,78381.08
2018-10-30 12-AM,ETHUSD,194.25,194.63,194.24,194.24,189.51,36838.35
2018-10-29 11-PM,ETHUSD,194.43,194.58,194.17,194.25,685.17,133189.28
2018-10-29 10-PM,ETHUSD,193.33,194.58,193.33,194.43,481.69,93403.76
2018-10-29 09-PM,ETHUSD,193.28,193.46,192.96,193.33,280.64,54214.73
2018-10-29 08-PM,ETHUSD,193.61,193.82,190.52,193.28,8920.0,1716337.56
2018-10-29 07-PM,ETHUSD,194.47,194.55,192.85,193.61,508.71,98549.43
2018-10-29 06-PM,ETHUSD,194.11,194.49,194.11,194.47,121.85,23654.75
2018-10-29 05-PM,ETHUSD,194.7,194.7,193.01,194.11,742.06,143829.84
2018-10-29 04-PM,ETHUSD,195.36,195.36,193,194.7,1042.19,202126.05
2018-10-29 03-PM,ETHUSD,194.6,195.36,194.51,195.36,251.41,49005.48
2018-10-29 02-PM,ETHUSD,195.13,195.27,194.37,194.6,583.57,113730.14
2018-10-29 01-PM,ETHUSD,194.39,196.04,194.36,195.13,1602.69,312577.23
2018-10-29 12-PM,ETHUSD,200.61,200.61,191.69,194.39,4689.42,913691.25
2018-10-29 11-AM,ETHUSD,201.93,201.93,199.57,200.61,1663.96,333573.48
2018-10-29 10-AM,ETHUSD,201.71,202.29,201.71,201.93,483.02,97602.94
2018-10-29 09-AM,ETHUSD,201.88,201.93,201.71,201.71,199.58,40276.64
2018-10-29 08-AM,ETHUSD,201.93,202.01,201.86,201.88,222.65,44959.67
2018-10-29 07-AM,ETHUSD,202.16,202.18,201.93,201.93,319.92,64640.85
2018-10-29 06-AM,ETHUSD,201.76,202.19,201.76,202.16,192.27,38850.46
2018-10-29 05-AM,ETHUSD,202.14,202.14,201.74,201.76,553.44,111721.71
2018-10-29 04-AM,ETHUSD,202.06,202.18,201.85,202.14,619.61,125160.72
2018-10-29 03-AM,ETHUSD,202.29,202.49,202.02,202.06,551.55,111522.33
2018-10-29 02-AM,ETHUSD,202.44,202.47,202.14,202.29,381.07,77078.23
2018-10-29 01-AM,ETHUSD,202.65,202.67,202.22,202.44,179.28,36272.95
2018-10-29 12-AM,ETHUSD,202.46,202.65,202.22,202.65,103.29,20907.85
2018-10-28 11-PM,ETHUSD,201.93,202.75,201.93,202.46,204.42,41384.86
2018-10-28 10-PM,ETHUSD,201.74,202.06,201.51,201.93,105.94,21371.92
2018-10-28 09-PM,ETHUSD,201.75,201.84,201.35,201.74,48.69,9816.83
2018-10-28 08-PM,ETHUSD,201.66,201.87,201.46,201.75,21.06,4246.29
2018-10-28 07-PM,ETHUSD,201.95,202.07,201.5,201.66,182.73,36898.98
2018-10-28 06-PM,ETHUSD,202.01,202.03,201.84,201.95,81.49,16455.32
2018-10-28 05-PM,ETHUSD,201.87,202.38,201.82,202.01,311.82,63062.68
2018-10-28 04-PM,ETHUSD,202.13,202.25,201.74,201.87,147.05,29702.75
2018-10-28 03-PM,ETHUSD,202.16,202.2,201.5,202.13,77.49,15655.89
2018-10-28 02-PM,ETHUSD,202.27,202.27,202.02,202.16,28.5,5759.59
2018-10-28 01-PM,ETHUSD,201.37,203.08,201.37,202.27,219.03,44326.22
2018-10-28 12-PM,ETHUSD,201.32,201.41,201.26,201.37,69.62,14012.83
2018-10-28 11-AM,ETHUSD,201.41,201.95,201.07,201.32,627.59,126461.23
2018-10-28 10-AM,ETHUSD,201.39,202.4,201.33,201.41,1086.02,219127.03
2018-10-28 09-AM,ETHUSD,201.52,201.58,201.27,201.39,506.4,101922.96
2018-10-28 08-AM,ETHUSD,201.25,201.52,201.18,201.52,21.54,4335.58
2018-10-28 07-AM,ETHUSD,201.57,201.57,201.16,201.25,40.25,8099.59
2018-10-28 06-AM,ETHUSD,201.41,201.58,201.35,201.57,221.16,44563.86
2018-10-28 05-AM,ETHUSD,201.26,201.48,201.26,201.41,6.35,1279.16
2018-10-28 04-AM,ETHUSD,201.17,201.5,201.16,201.26,725.69,146013.72
2018-10-28 03-AM,ETHUSD,201.29,201.37,201.17,201.17,223.7,45026.43
2018-10-28 02-AM,ETHUSD,201.13,201.29,201.13,201.29,39.72,7990.86
2018-10-28 01-AM,ETHUSD,201.34,201.36,201.02,201.13,352.56,70908.41
2018-10-28 12-AM,ETHUSD,201.44,201.44,201.33,201.34,39.48,7950.89
2018-10-27 11-PM,ETHUSD,201.54,201.54,201.3,201.44,58.4,11761.88
2018-10-27 10-PM,ETHUSD,201.26,201.54,201,201.54,251.84,50692.16
2018-10-27 09-PM,ETHUSD,201.24,201.4,201.03,201.26,81.55,16403.09
2018-10-27 08-PM,ETHUSD,201.39,201.39,201.1,201.24,5.94,1194.19
2018-10-27 07-PM,ETHUSD,201.16,201.39,201.05,201.39,72.83,14653.77
2018-10-27 06-PM,ETHUSD,201.06,201.28,200.88,201.16,49.74,10001.58
2018-10-27 05-PM,ETHUSD,200.7,201.2,200.7,201.06,86.37,17365.02
2018-10-27 04-PM,ETHUSD,200.71,200.71,200.28,200.7,179.98,36065.26
2018-10-27 03-PM,ETHUSD,200.69,200.81,200.25,200.71,313.69,62940.77
2018-10-27 02-PM,ETHUSD,200.76,200.76,200.52,200.69,182.33,36578.41
2018-10-27 01-PM,ETHUSD,200.71,201.15,200.71,200.76,61.25,12311.2
2018-10-27 12-PM,ETHUSD,200.76,200.89,200.71,200.71,8.87,1780.83
2018-10-27 11-AM,ETHUSD,201.11,201.11,200.76,200.76,90.89,18265.68
2018-10-27 10-AM,ETHUSD,201.06,201.28,201.03,201.11,51.34,10331.29
2018-10-27 09-AM,ETHUSD,201,201.45,200.83,201.06,220.26,44311.62
2018-10-27 08-AM,ETHUSD,201.27,201.27,201,201,156.0,31357.01
2018-10-27 07-AM,ETHUSD,201.26,201.29,201.21,201.27,155.29,31255.52
2018-10-27 06-AM,ETHUSD,201.22,201.31,201.21,201.26,186.25,37487.38
2018-10-27 05-AM,ETHUSD,201.43,201.43,201.22,201.22,47.9,9641.73
2018-10-27 04-AM,ETHUSD,201.06,201.43,201.06,201.43,143.72,28936.83
2018-10-27 03-AM,ETHUSD,201.2,201.42,201.06,201.06,112.59,22660.64
2018-10-27 02-AM,ETHUSD,201.07,201.58,201.07,201.2,801.46,161512.0
2018-10-27 01-AM,ETHUSD,201.23,201.23,201.07,201.07,290.59,58438.31
2018-10-27 12-AM,ETHUSD,200.66,201.29,200.66,201.23,303.09,60875.09
2018-10-26 11-PM,ETHUSD,200.46,200.67,200.41,200.66,310.17,62217.25
2018-10-26 10-PM,ETHUSD,200.72,200.91,200.43,200.46,106.3,21325.63
2018-10-26 09-PM,ETHUSD,200.64,200.85,200.27,200.72,235.8,47308.37
2018-10-26 08-PM,ETHUSD,200.15,200.77,200,200.64,3748.65,749968.89
2018-10-26 07-PM,ETHUSD,200.29,200.32,200.01,200.15,74.09,14829.62
2018-10-26 06-PM,ETHUSD,200.3,200.36,199.93,200.29,788.36,157776.89
2018-10-26 05-PM,ETHUSD,200.39,200.43,200.05,200.3,209.69,41993.26
2018-10-26 04-PM,ETHUSD,199.78,200.39,199.78,200.39,116.15,23236.91
2018-10-26 03-PM,ETHUSD,200.14,200.29,199.61,199.78,228.44,45665.08
2018-10-26 02-PM,ETHUSD,200.68,200.68,199.24,200.14,642.57,128422.55
2018-10-26 01-PM,ETHUSD,201.06,201.21,200.59,200.68,418.78,84163.39
2018-10-26 12-PM,ETHUSD,201.47,201.47,200.96,201.06,143.1,28781.36
2018-10-26 11-AM,ETHUSD,201.5,201.84,201.34,201.47,180.22,36320.42
2018-10-26 10-AM,ETHUSD,201.46,201.58,201.39,201.5,56.85,11455.11
2018-10-26 09-AM,ETHUSD,203.16,203.53,201.24,201.46,658.99,132922.86
2018-10-26 08-AM,ETHUSD,198.86,204,198.7,203.16,3859.09,778995.8
2018-10-26 07-AM,ETHUSD,199.7,199.86,198.52,198.86,888.97,177210.78
2018-10-26 06-AM,ETHUSD,199.8,200,199.7,199.7,145.35,29060.85
2018-10-26 05-AM,ETHUSD,199.36,200.38,199.3,199.8,615.06,123021.27
2018-10-26 04-AM,ETHUSD,199.44,199.49,199.25,199.36,110.29,21986.28
2018-10-26 03-AM,ETHUSD,199.67,199.73,199.4,199.44,84.73,16902.13
2018-10-26 02-AM,ETHUSD,199.67,199.71,199.32,199.67,253.85,50638.96
2018-10-26 01-AM,ETHUSD,199.68,199.95,199.6,199.67,92.47,18473.13
2018-10-26 12-AM,ETHUSD,199.64,199.92,199.61,199.68,58.98,11782.62
2018-10-25 11-PM,ETHUSD,200.43,200.43,199.64,199.64,156.15,31245.44
2018-10-25 10-PM,ETHUSD,199.94,200.54,199.9,200.43,42.78,8564.03
2018-10-25 09-PM,ETHUSD,200.06,200.49,199.75,199.94,851.06,170340.03
2018-10-25 08-PM,ETHUSD,199.98,200.12,199.7,200.06,2604.03,520723.88
2018-10-25 07-PM,ETHUSD,200.05,200.17,199.84,199.98,38.85,7770.03
2018-10-25 06-PM,ETHUSD,199.87,200.3,199.87,200.05,1161.91,232404.37
2018-10-25 05-PM,ETHUSD,199.73,200.11,199.51,199.87,911.68,182187.17
2018-10-25 04-PM,ETHUSD,199.59,199.82,199.44,199.73,101.2,20194.53
2018-10-25 03-PM,ETHUSD,199.5,199.61,199.4,199.59,59.97,11963.63
2018-10-25 02-PM,ETHUSD,199.82,200.29,199.22,199.5,575.11,114781.78
2018-10-25 01-PM,ETHUSD,199.71,200.31,199.57,199.82,283.19,56594.11
2018-10-25 12-PM,ETHUSD,199.66,199.98,199.62,199.71,56.39,11264.71
2018-10-25 11-AM,ETHUSD,199.24,200.23,199.24,199.66,170.14,33986.25
2018-10-25 10-AM,ETHUSD,199.64,199.64,199.23,199.24,67.53,13469.74
2018-10-25 09-AM,ETHUSD,200.14,200.32,199.64,199.64,214.34,42839.14
2018-10-25 08-AM,ETHUSD,199.45,200.55,199.28,200.14,145.47,29122.41
2018-10-25 07-AM,ETHUSD,199.27,199.45,199.27,199.45,89.38,17817.42
2018-10-25 06-AM,ETHUSD,199.2,199.5,198.98,199.27,34.72,6920.69
2018-10-25 05-AM,ETHUSD,199.08,199.31,198.71,199.2,20.62,4105.3
2018-10-25 04-AM,ETHUSD,199.35,199.35,198.89,199.08,149.54,29765.7
2018-10-25 03-AM,ETHUSD,199.23,199.35,198.89,199.35,419.15,83485.27
2018-10-25 02-AM,ETHUSD,199.02,199.66,195,199.23,15160.79,2990025.86
2018-10-25 01-AM,ETHUSD,200.94,200.94,198.99,199.02,1513.55,302515.94
2018-10-25 12-AM,ETHUSD,200.71,200.94,200.55,200.94,104.04,20876.69
2018-10-24 11-PM,ETHUSD,200.52,200.75,200.4,200.71,61.38,12309.74
2018-10-24 10-PM,ETHUSD,201.34,201.43,200.4,200.52,303.18,60983.04
2018-10-24 09-PM,ETHUSD,201.01,201.66,200.39,201.34,665.39,133737.53
2018-10-24 08-PM,ETHUSD,200.88,201.66,200.88,201.01,3377.49,679738.4
2018-10-24 07-PM,ETHUSD,200.87,201.22,200.4,200.88,303.38,60954.13
2018-10-24 06-PM,ETHUSD,200.86,201,200.67,200.87,319.89,64272.32
2018-10-24 05-PM,ETHUSD,200.9,201.03,200.68,200.86,102.43,20572.17
2018-10-24 04-PM,ETHUSD,200.41,201.11,200.25,200.9,176.05,35332.96
2018-10-24 03-PM,ETHUSD,201.53,201.59,200.41,200.41,197.92,39794.06
